"","GF_T10i","GF_T11r","GF_T13i","GF_T15i","GF_T16r","GF_T17i","GF_T18r","GF_T4i","GF_T5r","GF_T6i","GF_T7r","GF_T8i","GF_T9r"
"2001",0.300524731654325,0.887469701743282,0.999408188518857,0.861564551682329,1.49693738656987,1.36873868436934,0.703173844286713,0.758420403660199,1.43490635143633,1.04363922695437,0.637730291494151,0.48976551702191,1.99817779513211
"2002",1.46032752196119,0.943860807831653,1.26669177382041,0.801765924670951,1.93942831215971,1.34080524183119,0.9473722923026,1.02621844376663,1.64574853734166,1.00480518229058,0.982104648900992,0.877601753176546,2.41227385136015
"2003",1.53705824817894,1.13898048244003,1.44488083068812,0.894962509100777,1.77937840290381,1.28959393051125,1.19451289029458,1.33285742098773,1.50764703511576,1.15112825712623,1.36899435907411,0.823275539614532,2.16907458024209
"2004",1.48448511208481,0.906229974491378,1.39452305374724,0.678282641183072,1.39808303085299,1.00560393137339,0.873818542900224,1.17136089298462,1.77207541351134,1.12300871503057,1.33498207686109,1.26568275392512,1.93902121567096
"2005",1.4724420022491,1.12215999308904,1.68117501479529,0.968062752096573,1.96296506352087,1.91809638761962,0.950314442278695,1.06914790057758,1.58095812986527,1.2665194407164,1.43701892350015,1.46319585019653,2.57659768319667
"2006",1.3556710156724,1.14032775294183,1.40227040404584,1.00614032655953,1.6899387477314,1.89016294508147,0.92383509249384,1.09572327860341,0.667662936088778,1.30827085790031,1.4752827409898,0.973312110457445,2.64232721593128
"2007",0.982522546434403,1.14373293393621,1.12336579329639,1.14905355559369,1.42632713248639,1.49909474954737,1.26806663969696,1.11412161723668,0.930795587267897,1.19453336616597,1.53480423486259,1.08234398775248,2.74749446830665
"2008",0.98211800949957,1.07027054236767,1.1117447678485,0.916047157290343,1.21920372050817,1.40598327442021,0.920892942517745,0.948536569537283,1.09315961174046,0.985531710130094,0.897073943368439,0.857809459604284,2.12306390732787
"2009",1.29267272292613,1.03520045358123,0.88319793403992,0.911599807770715,1.28981397459165,1.68997327355807,1.07682689125078,0.983288986955675,1.88610448492983,0.945768312536104,1.2286936949454,0.810250588261501,2.56345177664975
"2010",1.27749756960654,0.946842760181851,1.03427126486254,1.04683193651678,1.69464609800363,1.85291835503061,1.09447979110735,1.15091829450321,3.32139979727002,0.907543210167653,1.52630116430933,0.687774201304449,2.81979695431472
"2011",1.73721429257488,1.16034061621871,1.11949211814709,1.05123213239802,1.68523139745917,1.57358392964911,1.25041373984039,1.10594457784412,3.60684234810486,0.953149120803836,1.37324589435074,0.830876466270622,2.64890016920474
"2012",2.00753026215901,0.971280974500776,1.19696562113305,0.808108665311634,1.8076225045372,1.05215966893698,1.12095914089221,1.27561814523979,3.04125546910606,0.942993054011595,1.2286936949454,1.20559661580781,1.97845893531173
"2013",1.33268553586907,0.782071830984188,0.763114004411686,0.726508590664099,1.68052404718693,0.470212949392189,0.932661542422125,1.21429034979557,1.93180979186881,0.986325262278632,1.17342373634924,0.722082386789914,1.30144474814526
"2014",1.18493830506488,0.628275788763609,0.732124603217302,0.76473614472455,1.10622731397459,0.828692128631779,0.641388694788717,0.93831527029658,1.24107882977765,0.981462810598035,1.04587767805041,0.769859491977928,1.48548743980216
"2015",0.934961722108675,0.874597624685798,0.906439984935708,0.793215161302705,1.46869328493648,1.11268212776964,0.873818542900224,1.17953793237718,1.13927395422133,1.49366932093575,1.17767527162586,0.838089272683002,1.70896785109983
"2016",0.608171345365289,0.95798935269988,1.13886049389358,0.966986068574967,1.24744782214156,0.884559013708078,1.05328969144202,1.50457524823155,1.52698130257309,1.19718553432461,1.49228888209631,0.681455218677573,1.8995834960302
"2017",0.865906204878538,0.9850724975679,1.04201861516113,0.934803546262564,1.73230490018149,1.75049573239072,1.22393439005553,1.30832630281005,2.19247040732717,1.10104916900107,1.70061411065107,1.25402819883706,2.16907458024209
"2018",0.618770883822202,1.03889145291492,1.27056544896971,0.999564074210084,1.47810798548094,1.21510475040952,0.847339193115369,1.14682977480693,2.91931311735241,0.472009658949884,1.30947286520132,0.899736987805459,1.75497852401406
"2019",0.738416495059186,0.985853311008003,1.8361220207672,1.34926613575386,1.82645190562613,1.43391671695836,0.92971939244603,0.891297293789344,2.65651231527127,0.486485452493448,1.33498207686109,1.08390429647889,2.87895353377587
"2020",0.684774885870852,0.843654661790724,1.63081723785441,1.54846652121487,1.31335072595281,1.21510475040952,1.01798389172888,0.868810435459796,2.33518935845219,0.422671445745087,0.837552449495651,0.947677981233797,2.14935572042171
"2021",0.506824178620699,0.380389537637322,0.577177597245387,0.964265392327072,0.579004083484573,0.526079834468489,0.46191754624692,0.584658316568239,0.78188191789615,0.374221578566256,0.595214938727874,0.49776119078606,1.19627749576988
"2022",0.748731967689321,0.72540527885638,0.914187335234304,1.10201442667365,1.24744782214156,0.828692128631779,1.03269464160936,1.00577584528522,0.729183044778922,0.606596329605631,0.816294773112513,0.954725224885049,0.631003514252245
"2023",0.615196708665466,1.02013433563712,0.921934685532899,1.24476469807295,1.6758166969147,1.32218294680576,0.8885292927807,0.952625089233565,0.901227931052977,0.789762648872371,0.663239503153917,0.53198227149036,0.683587140439932
