"","TG_T10i","TG_T11i","TG_T12r","TG_T13i","TG_T14r","TG_T15r","TG_T17r","TG_T18i","TG_T19r","TG_T1r","TG_T20i","TG_T2i","TG_T3r","TG_T4i","TG_T6i","TG_T8i","TG_T9r"
"1962",0.521765075385826,0.795743864491329,1.01900280184543,0.763010239865339,0.83556212831566,0.821626786847653,0.778790986442837,0.715058232070535,0.609211153199985,1.03569287089343,0.808335545526945,0.577757083943062,0.958703481392557,0.773555998161483,1.12271013975709,1.03091072080746,0.879481241315424
"1963",0.71545826490066,0.664326723841062,1.24126405186296,0.965072240145883,0.867562380038388,1.33387964391189,0.971904556468647,0.799331846267573,0.58296335112529,1.02799255215072,0.949473497920538,0.491951576426766,1.14621848739496,0.976804044737245,0.911514113716677,1.17600185929148,1.00429211054501
"1964",0.887654231401811,0.701132879070692,1.19662072437587,1.21237200168327,0.938674050533338,1.06422805058111,0.891191784418259,0.900653373252705,0.878488329534712,0.854735380439928,0.887886027785152,0.70360516163363,1.12244897959184,1.14364945610541,0.867161306110505,1.4661841362595,1.14651844989964
"1965",0.763964951750369,0.865317351630897,1.12823874543726,0.998246598400898,1.24445423366162,1.11084706353027,0.553316757428046,0.745141122198679,0.638911449226291,0.816233786726418,0.751880364569507,0.743647731807902,1.25450180072029,1.21948827945457,0.810340276134562,1.33254756134002,1.06234367762853
"1966",1.06530416359144,1.11182153348824,0.990013196861085,1.09475382241549,1.2053428148894,1.07491350333854,0.788803874650289,0.970453051873349,0.854619872169743,0.90093729289614,0.93920891956464,0.920979114008248,1.34957983193277,1.38330013788877,0.935225368660418,1.32109299777549,1.06524625598271
"1967",1.02231245681081,1.00233946470765,1.08723765541529,1.07062701641184,1.15912022906768,1.26276611762389,0.544802352784394,0.744973534987355,0.839534026919524,0.793132830498312,0.774975665870277,1.14979380071837,1.36278511404562,1.3893672437567,0.93919761019408,1.187456422856,1.09136946117029
"1968",0.952408663474864,1.02679167427388,0.922052447503776,0.735867583111236,1.15200906201819,1.08589553153031,0.713243398588859,0.88124233117855,0.690304677376236,1.02029223340802,0.921245907441819,0.875216176666223,1.42088835534214,1.24982380879424,0.900330841544502,1.15691092001726,1.01590242396171
"1969",0.963211459370754,0.88475022210205,0.711226019278855,0.962056389395427,1.22667631603788,1.2773912486897,0.725724794843596,0.698429116458446,0.889103107938102,0.843184902325875,0.841695425183612,0.789410669149927,1.34957983193277,0.958602727133446,0.768867037217417,1.29054749493675,1.02751273737842
"1970",0.887911584043159,0.844461675774429,0.850420052644639,0.93792958339178,1.09511972562223,0.818079168044643,0.76661886910536,0.767642119143694,0.868066474462941,1.03569287089343,0.833996991416689,0.686444060130371,1.20696278511405,1.23768959705837,0.667159064265133,1.12636541717853,1.18134939014976
"1971",0.984810716748109,0.800490267677531,0.767926413844375,0.992214896899986,1.27645448538435,1.08837988761531,0.782786949727695,0.67569833753761,0.775594029762808,0.719979802442642,0.749314219980533,0.543434880936544,1.09339735894358,1.10117971502988,0.70106215473993,0.969819715129984,0.986876640419947
"1972",1.18396558795509,1.09833417945567,0.895520647314127,1.35110113620424,1.58934583556213,1.19711998657129,1.03889143724685,0.922853840604246,0.791718102182413,1.05879382712153,0.726218918679763,0.640681122788346,1.2703481392557,1.11028037383178,0.75395252944656,0.893455958033135,1.01880500231589
"1973",1.00102051278289,0.918542591170156,0.860085131472059,1.27268901669238,1.78845851294799,1.13951708124067,0.864062087524,0.934817721845363,0.669583663972998,0.985640799065863,0.769843376692328,0.835173606491951,0.974549819927971,0.885797456718247,0.8260784528608,1.05000166008168,1.16683649837888
"1974",1.38855269091161,1.08608699055967,1.09839540082204,1.07967456866321,1.43645574399799,1.33091425586544,1.29094313576834,1.07616909738835,0.813080848492979,1.02799255215072,0.859658437306433,0.715045895969137,1.01680672268908,1.04657576221848,0.79198123020126,1.29436568279159,1.23359580052493
"1975",1.53390763902093,0.787756733580429,0.737185694829365,0.971103941646795,1.60712375318587,1.36438975190153,1.20685170117856,0.907125469378825,0.823777994631959,0.885536655410736,0.792938677993098,0.737927364640149,1.00360144057623,1.04657576221848,0.864908597432508,1.06909259935589,1.26552416242087
"1976",1.79229466009835,0.940423601408596,1.02819542857015,1.025389255155,1.42578899342374,1.03101180515039,1.1774122096893,0.904687282012549,0.738630583211062,1.04339318963613,0.80576940093797,0.589197818278569,0.929651860744298,0.861529033246514,0.767270880276022,0.809455825226601,1.07395399104524
"1977",1.00112463394414,0.640920055888851,0.659532035175817,0.473488567821574,1.41156665932475,0.969258431887772,0.780458374095856,0.639777531474486,0.48783092632086,0.781582352384259,0.549154942040527,0.24025542104563,0.604801920768307,0.506603339972422,0.477690690708319,0.355091470500349,1.00429211054501
"1978",1.24874129351926,0.93140278160688,1.11199714632253,0.859517463879927,0.82133979421667,0.927051064792649,0.901377824143374,0.807345651003966,0.970034157967737,1.06264398649288,0.85196000353951,0.612079286949581,1.01680672268908,0.849394821510648,0.812493601072501,0.878183206613765,0.577613092481087
"1979",1.04422675455941,0.801593879177654,0.814124706221404,0.832374807125824,1.15912022906768,0.88395035436237,0.610471709888854,1.01663082033948,0.573929130102007,0.966390002209108,0.803203256348996,0.646401489956099,1.25714285714286,0.74018691588785,0.44983537355262,0.557455426806999,1.11168750964953
"1980",1.44256649926677,0.892713173277278,1.06349407938004,1.15808668817506,1.422233409899,0.754875771878901,1.14220269450386,1.22194815350848,0.825406716117107,1.06264398649288,0.980267232988231,1.0239457230278,1.48955582232893,0.943434962463613,0.761702894063193,0.717819316710382,0.844650301065308
"1981",1.3833801658504,0.906915138818849,1.04090765795096,1.13697573292187,1.64623517195809,0.966857377830449,0.83099820266344,1.12328197437197,0.946122535879068,0.90093729289614,0.952039642509512,1.02966609019556,1.21224489795918,0.943434962463613,0.732721362634473,0.622364620339321,1.06814883433688
"1982",1.36725325409298,0.953700279887339,1.17512863283146,1.22141955393463,1.39378874170102,0.749042752293788,1.23070857231232,0.97185035989398,1.02136361660205,0.962539842837757,0.918679762852845,1.22415857389916,1.22016806722689,0.92826719779378,0.846777736603033,1.03472890866231,0.91431218156554
"1983",1.55029397585011,0.824214579596649,0.988725065069362,1.00126244915135,1.59645700261162,0.954442694876071,0.96040405126555,0.821535892984828,1.27332701145698,0.947139205352353,1.05725157065746,1.22987894106691,1.16734693877551,1.00713957407691,0.824463112949819,0.981274278694512,1.31486799444187
"1984",1.57723006509021,1.08773616437118,0.98037046721901,1.15205498667415,1.40445549227526,1.21964241579619,1.13080399516039,0.927415179270054,1.39804896638684,0.997191277179916,1.003362534289,0.818012504988692,1.38655462184874,1.14668300903937,0.880823936001763,1.02327434509778,1.19005712521229
"1985",1.77642463954617,1.14892470481983,1.00391035003669,1.025389255155,1.76356942827476,1.04224261322807,0.680435683964959,0.796468682298298,0.782705391341139,1.22050052071828,0.816033979293868,0.829453239324198,1.06170468187275,1.11331392676574,0.739596860176954,0.801819449516916,1.30325768102517
"1986",1.8679590188528,1.49246130869535,1.17364572772226,1.3058633749474,1.25512098423586,1.04221484885966,1.03070489124785,1.0345509881263,1.12044293759179,1.52851327042636,1.19325723387311,0.909538379672742,1.19639855942377,1.3802665849548,1.15432525259151,1.2676383678077,1.19586228192064
"1987",1.30274040917252,1.37254971654346,0.969761334949246,0.805232150371721,1.35467732292879,0.984894371768784,0.720421322445849,0.736037084926537,1.11406385844549,1.305204026888,0.798070967171047,0.938140215511507,0.900600240096038,1.37723303202084,1.03971600551504,0.927819648726717,1.33808862127528
"1988",1.27045365488121,1.19788966136908,0.724320141904212,0.73285173236078,1.31201032063182,0.764180363299764,0.810120759434303,0.619455749223628,0.848671955905151,1.17044844889071,0.682594460667198,0.858055075162964,0.73421368547419,0.998038915275011,0.957517474768953,0.66818287459743,1.14651844989964
"1989",1.15741543799688,1.12239664448013,0.806800285235962,0.615233553093,1.422233409899,0.842917136094622,0.537025811654079,0.719240970006432,0.798320387771575,1.12809669580585,0.785240244226175,0.812292137820939,0.829291716686675,0.837260609774782,1.09654954723905,0.664364686742588,0.920117338273892
"1990",1.44812744003445,1.41735625841187,1.03497074805022,1.20030859868144,1.04534155627576,1.36141699617887,0.756310540430512,0.924185058338148,0.905381598906605,1.40915832991448,1.06238385983541,1.11547159771185,1.10924369747899,0.91916653899188,1.3315160298176,0.874365018758923,1.25391384900417
"1991",1.20588513075462,1.21312876325071,0.946781523361822,0.928882031140412,1.6995689248293,1.22116889872564,0.736115578208013,0.782831717980943,0.653177827817532,1.14734749266261,0.708255906556942,1.01822535586005,1.01680672268908,1.12848169143558,0.916775676233904,0.908728709452505,1.19586228192064
"1992",1.09284136637037,1.19763787923878,0.953112840674325,1.00729415065227,1.35467732292879,1.51359585915314,0.8699286387993,1.14259727659189,0.962742899572415,1.22050052071828,0.880187594018229,1.25848077690568,1.03529411764706,1.14971656197334,1.18041378269462,1.06527441150105,1.14071329319129
"1993",1.23281951874477,0.915465621316955,0.794744307809381,1.025389255155,1.50045624744344,1.35953446176457,0.880508440349948,1.01618783855416,1.15795821298782,1.01644207403667,0.926378196619768,1.49873619795131,1.09339735894358,1.15578366784127,1.13120358993536,0.912546897307348,1.47450980392157
"1994",1.200526075321,0.826446262549647,0.651319182563327,0.928882031140412,1.05245272332526,1.18945945762909,0.749648160930746,0.99463685636152,1.03927536103108,1.23975131757503,0.934076630386692,1.32712518291872,0.887394957983193,1.17701853837904,1.0333005301419,0.962183339420299,1.4222633935464
"1995",1.31897126047544,0.984510680147573,0.810673993414956,1.06157946416047,1.10223089267172,1.30366998489226,1.08689683631604,0.853560536072291,0.900820373906595,1.25515195506043,1.00079638970003,2.05933218039111,1.12244897959184,1.10117971502988,1.27362558525684,1.25236561638833,1.55287941948433
"1996",1.35127984093778,1.15405024195385,1.08760753004888,1.14602328517324,1.42934457694849,1.63615947793735,1.0991206220269,0.86642407599506,0.792293135279461,1.38990753305772,1.14193434209362,2.23094319542371,1.28355342136855,1.25892446759614,1.6414762598263,1.51200239051761,1.39033503165046
"1997",1.41588988954077,1.31087555899835,1.01856650258732,1.43856080796746,1.53956766621566,1.56582775104653,1.21317143557718,1.23663183212657,0.601352458944564,1.34755577997286,0.397752411291036,1.87056006385526,1.38919567827131,1.23162249119044,1.6494663036661,1.85945748530828,1.43967886367145
"1998",1.13056366375038,0.730884036011703,0.679198491252619,0.901739374386309,1.72090242597779,1.23396721617795,0.788631025324542,0.750873118868972,0.716972816020428,1.04724334900748,0.331032651977701,1.6703472129839,1.09075630252101,1.00713957407691,1.32743230034361,1.59218433546931,1.16103134167053
"1999",1.29746191783926,0.869674367238757,0.924648780555508,1.33903773320241,1.23378748308738,1.13063644118859,1.03295731049248,1.35959096420411,0.991293695889592,1.1319468551772,0.579948677108221,1.56166023679659,1.28355342136855,1.13758235023748,2.01858077640679,1.57691158404994,1.35840666975452
"2000",1.04443404240078,0.904220440721863,0.793728662177378,1.51697292747931,1.69245775777981,1.14450368555758,1.08473892871878,1.03622467323293,1.24864568271968,0.993341117808565,0.890452172374126,1.48157509644805,1.18319327731092,0.961636280067412,1.75902412991633,1.66091171685647,1.102979774587
"2001",0.931380148765094,0.833431521239741,0.768421365076681,1.13999158367232,1.2728989018596,0.875743882325836,0.814584098075963,1.03329744669984,1.21518578984407,1.00104143655127,0.910981329085922,1.36716775309299,1.0484993997599,0.876696797916347,1.63945147162726,1.37836581559813,1.18134939014976
"2002",0.92599957840309,0.846778774977075,0.730743564190097,1.17316594192734,1.21956514898839,0.750280011430757,0.840940381508291,0.609873743184151,1.27715091389727,1.02799255215072,1.12140518538182,1.37288812026074,1.07755102040816,0.964669833001379,1.76941212766175,1.16836548358179,1.19295970356647
"2003",1.32978262653311,1.19641889440096,1.28874808370624,1.17618179267779,1.19467606431516,0.635431197161721,1.16635747225897,1.00206694746927,1.16641653484896,1.21665036134692,1.18042651092824,1.49301583078356,1.12773109243697,1.19521985598284,1.91507509891437,1.68763903184037,1.4832175389841
"2004",1.28133272240605,1.16471440638552,1.27743879575736,1.230467106186,1.52178974859193,0.825404844354478,1.10895180120957,0.886165439278539,1.26059655046398,0.850885221068577,1.14193434209362,1.43009179193827,0.927010804321729,1.03444155048261,1.30968180013156,1.3401839370497,1.19586228192064
"2005",1.4859192461115,1.14697041702543,1.35712810945796,1.10681722541731,1.45423366162172,1.14778316455613,1.55305615978614,0.965500786739534,1.27142952615398,1.1319468551772,1.26510928236439,1.6589064786484,1.13565426170468,0.931300750727746,1.32358756778133,1.77927554035659,1.39904276671298
"2006",0.958312620248009,1.10402208552467,1.33347972170047,1.12491232992004,1.2800100689091,0.88998598250897,1.24643190349942,0.974062046204476,0.906627596245101,1.03569287089343,1.15989735421644,1.76187308766795,0.623289315726291,1.05264286808641,1.22068322665636,1.34782031275939,1.25681642735834
"2007",0.775265926534306,1.13598910723929,1.25409456033732,0.759994389114883,1.10934205972122,0.858061234066458,1.41128711277449,0.991009773342733,1.09807444983075,1.02799255215072,1.18299265551721,2.09937475056539,0.604801920768307,0.907032327256014,1.32243848718897,0.958365151565457,1.07395399104524
"2008",1.02292249986012,0.977580662954483,0.741324689174193,0.850469911628559,1.29778798653283,0.781045723657278,1.04801456141857,1.09268651165594,1.24506642501198,0.685328368100483,1.25227855941952,1.49301583078356,0.538775510204082,0.791757315765283,0.960006484398155,0.66818287459743,0.862065771190366
"2009",0.942167319855259,1.02723782384808,1.02422605865631,0.793168747369898,1.25156540071112,1.06036213720865,1.14948666005583,0.825084957675566,1.64141111933763,1.05879382712153,1.45243783735953,1.80191565784222,0.636494597839136,0.973770491803279,1.06146622094379,1.0614562236462,1.12910297977459
"2010",1.534389582276,1.12409521511872,1.15378920167747,1.0525319119091,1.21245398193889,1.34723568567698,1.76440500549564,1.08469558760522,1.60718243851522,1.17429860826206,1.40624723475799,1.62458427564188,0.831932773109244,0.825126398038915,0.835678244620563,1.15691092001726,1.16103134167053
"2011",1.88972510471455,1.27578218822578,1.02127820476022,1.07967456866321,1.29423240300809,1.56522011315658,1.86349017467031,1.20479936640262,1.7568604672114,1.25130179568908,1.53712060879568,2.18518025808168,1.09867947178872,0.998038915275011,1.00505199996732,1.05381984793652,1.41065308012969
"2012",1.88434422559001,1.31555393574136,0.994431244185411,1.32395847945013,1.27645448538435,1.77364760377348,1.68013836884155,1.49358536071081,1.56413148117589,1.45921040174204,1.62950181399876,2.03073034455235,1.20696278511405,1.21645472652061,1.01032951996255,0.966001527275142,1.30616025937934
"2013",1.85204386945212,1.18420033212825,1.07470173298084,1.01031000140272,0.856895629464145,1.59344951052309,1.17328272468675,0.954868974358223,1.3502882158227,1.04724334900748,1.37801964427927,2.0364507117201,0.853061224489796,1.02534089168071,0.879230446321574,0.771273946678177,1.06524625598271
"2014",1.06061957149006,0.70869805738245,1.00317857027015,0.337775284051059,1.08445297504798,1.20005615918361,0.765466210454346,0.758927200133327,0.962517673204095,0.854735380439928,0.977701088399257,1.24131967540242,0.472749099639856,0.779623104029416,0.449567934930075,0.454364354726253,0.809819360815192
"2015",0.802195496513105,0.824016932920324,1.02657475498781,0.588090896338897,0.224001762059092,0.600531938971437,0.784083826872072,1.24915116008658,0.878683641569763,0.796982989869663,1.11627289620388,1.57882133829985,0.51500600240096,0.755354680557684,0.444305948063001,0.626182808194163,0.699521383356492
"2016",0.926025398666177,1.02063244687923,0.768336633016,1.60744844999299,0.618671533306063,0.938589899540852,0.915021484171494,1.3452907168185,1.22819782679581,0.816233786726418,1.41907795770286,0.955301317014767,0.956062424969988,1.25892446759614,0.569913615036804,1.11109266575916,1.08846688281612
"2017",1.29212984210058,1.12614482072914,1.48508235260686,1.69490812175621,1.02756363865202,0.818725305590147,0.81284231610105,1.40252257161089,1.23819372742454,1.12039637706315,1.66029554906645,1.41865105760277,0.855702280912365,1.20432051478474,0.596216115569241,1.11872904146884,1.01299984560753
"2018",1.23829232231308,1.15094181268673,1.34255922561036,2.25284051059055,1.20178723136465,0.881785737414153,0.768306579893867,1.2049466782129,1.36224190800743,0.881686496039385,1.22918325811875,1.33856591725422,0.837214885954382,1.31049486747357,0.755149644470855,0.862910455194395,1.18715454685811
"2019",1.3352033780166,1.02789241951469,1.24413304381937,2.17744424182915,1.09867530914697,0.998352415689143,0.796328962581795,1.41184936013335,1.3926606478004,0.78543251175561,1.40111494558004,1.61314354130637,0.752701080432173,1.3438639497472,0.712301320540022,0.500182608984362,0.972363748649066
"2020",1.49672118393412,0.896810905121505,1.04074801019792,2.55140973488568,0.99200780340455,0.664073817926134,0.852298588120969,1.31456017073266,1.14661214915545,0.735380439928046,1.19582337846208,1.38432885459625,0.948139255702281,1.03747510341658,0.653242489167084,0.66818287459743,1.13200555812876
"2021",1.73899756025167,0.71681062777881,0.783487380245845,2.08093701781456,0.874673547087883,0.976012363999344,0.593592148019773,0.821384839887131,0.993925819696447,0.71227948369994,1.03928855853464,1.18983637089264,0.805522208883553,1.17095143251111,0.411515975734204,0.813274013081444,0.763378107148371
"2022",1.67977595366775,0.714643318400285,0.943635243181316,2.26791976434283,1.12711997734495,1.20757090857739,0.830878796186253,1.31375374364123,1.5317606660822,0.931738567866949,1.38058578886824,1.63030464280963,1.03793517406963,1.07691129155814,0.827593196245681,1.19891098642053,1.01880500231589
"2023",1.14138699291539,0.578150037962279,0.789187423736607,1.52602047973068,1.00623013750354,0.933772374236627,1.07590521117544,1.32657623035885,1.24324483737448,0.773882033641556,1.49349615078312,2.21378209392045,1.2703481392557,0.922200091925847,0.656161855090188,1.03854709651715,0.870773506252895
